"STATEFP","ST_FIP","GEOID","q1a","q1d","q6","q6c","age_median","pop_total","per_male","ratio_agedepen","hh_size","hh_samesex","hh_oc","per_25to64","per_edu_bachelor","income_median_hh","income_oc_to_rc","percent_flood","avg_month_drought","near_dist"
26,2630200,"2614530200","3","2","1","0",49.2,4.945,46.5116279069767,89.9,2.38,0,72.2,45.1365015166835,17.4519716885743,58.99,1.81905347895196,0,0,31.1974296716
26,2652080,"2614752080","3","1","1","0",41,10.057,50.0546882768221,66.7,2.35,0,82.8,52.510689072288,13.7416724669385,55.674,1.84172134900046,1.4088869,1,13.2011375702
26,2670680,"2614770680","3","1","1","0",36.6,5.634,47.7813276535321,66.9,2.33,0.6,72.5,51.5264465743699,15.7614483493078,45.223,2.17022633088938,13.3782922,1,19.7192636475
26,2671540,"2615171540","3","2","1","0",37.8,2.74,47.4452554744526,66.9,2.23,0,60.5,49.963503649635,5,29.25,3.12594458438287,0,1,23.0353019875
26,2623500,"2615523500","1","1","1","0",31.2,3.572,46.1926091825308,80.9,2.54,0.7,68.8,44.8768197088466,4.67525195968645,36.955,1.85202077790447,0,1,81.1364084944
26,2681840,"2615781840","2","2","1","1",35.5,2.722,48.7141807494489,78.3,2.59,0,71.4,47.9059515062454,8.52314474650992,41.2,3.24008157211717,27.8654294,0,27.6125830398
26,2653920,"2616153920","2","1","1","1",38,3.679,47.6488176134819,57,2.51,0.7,79.7,54.5528676270726,18.5920086980158,63.164,2.66914163572955,4.1727709,2,35.0697106732
26,2653920,"2616153920","2","1","1","1",38,3.679,47.6488176134819,57,2.51,0.7,79.7,54.5528676270726,18.5920086980158,63.164,2.66914163572955,4.1727709,2,35.0697106732
26,2671140,"2616171140","3","1","1","0",41.1,8.744,45.5512351326624,64.1,2.3,0,75.3,56.5873741994511,35.2584629460201,68.789,3.19203789412786,6.9407682,2,46.8351713231
26,2671940,"2616171940","3","2","1","0",40.2,19.462,47.3075737334292,58,2.46,0.8,80.1,58.3187750488131,35.566745452677,80.267,2.70573320185942,6.230987,2,57.1241483198
26,2689140,"2616189140","2","1","0","0",25.4,20.191,48.9970779059977,30.9,2.09,0.7,39,42.4545589619137,16.8094695656481,34.685,3.32156151570106,8.6097167,2,38.2808734832
26,2621000,"2616321000","3","2","1","1",34.8,98.392,49.2722985608586,70.3,2.86,0.3,71.8,49.4267826652573,16.1893243353118,47.99,2.1871522884059,5.9824213,1,8.70888809409
26,2631420,"2616331420","2","1","0","0",39.3,28.199,48.8598886485336,59.3,2.7,0.5,85.1,54.1260328380439,6.82648320862442,55.229,1.81766373083839,0,1,18.713644123
26,2635420,"2616335420","3","1","1","0",47.6,10.504,49.0003808073115,66.7,2.54,0,91.7,53.3035034272658,24.3907083015994,81.118,2.17353824050081,19.5962775,1,0.747947167529
26,2635520,"2616335520","4","3","1","1",45.2,9.561,50.977931178747,77.9,2.6,0,97.6,51.1139002196423,37.8621483108461,107.264,1.83489361702128,1.2125572,1,2.15674507718
26,2635580,"2616335580","2","1","1","1",42.9,16.357,47.1235556642416,71.4,2.63,0.2,94.3,52.4912881335208,31.4299688206884,85.986,1.23731372494199,0,1,1.58650860231
26,2636280,"2616336280","2","1","0","1",31,22.594,51.3499159068779,65.1,3.17,0.7,53.8,49.3847924227671,5.28458882889263,24.24,1.94495732450793,0,1,6.06387068349
26,2636700,"2616336700","1","1","1","0",35.9,14.296,43.9493564633464,66.7,2.5,0.5,75.3,51.405987688864,15.5917739227756,44.833,1.51029136594493,0,1,4.04796803614
26,2649000,"2616349000","3","1","1","0",43,97.915,49.4142879027728,62.3,2.59,0.3,88,53.3718020732268,20.4013685339325,69.807,2.37831461734453,2.9361544,1,24.8769579148
26,2665060,"2616365060","2","1","1","0",40.2,9.136,47.6357267950963,47.4,2.21,1.4,67.7,61.7994746059545,35.8362521891419,70.045,2.3664857881137,8.5143908,1,30.3344747895
26,2668880,"2616368880","2","1","0","0",41.1,12.64,45.9098101265823,78.8,2.54,0.2,66,47.9667721518987,13.8291139240506,49.172,2.24427094857287,11.0631735,1,2.3577597771
26,2674960,"2616374960","2","2","1","0",40.4,30.16,48.9721485411141,59.6,2.33,0.3,68.9,53.8395225464191,10.3348806366048,48.595,1.75981291269259,1.1311549,1,4.10454809344
26,2680420,"2616380420","2","1","0","0",44.9,19.051,47.7980158521862,71.5,2.42,0.3,81.1,51.6875754553567,13.3221353209805,54.841,2.9589488701735,10.008781,1,1.51569272944
26,2612320,"2616512320","2","1","1","0",35.8,10.384,48.3436055469954,69.5,2.31,0.4,63.1,50.3852080123267,6.60631741140216,31.452,2.73298145892543,0,1,58.549940691
27,2710648,"2700310648","1","1","1","0",33.2,3.716,51.4262648008611,67.2,3.02,1.2,91.2,50.8611410118407,20.7212055974166,82.558,3.392,15.8596129,6,114.033085311
27,2715832,"2700515832","4","2","1","1",43.1,8.472,44.676581680831,79.9,2.03,0.3,61.3,47.8045325779037,13.2436260623229,36.798,3.04103834554072,0,3,99.7998258856
